Object/Action_1,Object/Action_2,ActionUsedFor,HasProperty,AssociatedWith,Affordance,AtLocation,LocatedNear,CreatedBy,Action
mug,dishwasher,0,0,1,0,0,1,0,0.0
spade,food,0,0,1,0,0,1,0,0.0
pitcher,kettle,0,0,1,0,0,1,0,0.0
fish,pan,0,0,1,0,0,1,0,0.0
freezer,pick-up,0,0,0,1,0,0,0,1.0
leek,onion,0,0,1,0,0,1,0,0.0
heat,pot:left,0,0,1,0,0,1,0,0.0
support,grab,0,0,0,1,0,0,0,1.0
soap,put-down,0,0,0,1,0,0,0,1.0
top,sink,0,0,1,0,0,1,0,0.0
container,take,0,0,0,1,0,0,0,1.0
tuna,pan,0,0,1,0,0,1,0,0.0
sharpener,test,0,0,0,1,0,0,0,1.0
spoon,put-down,0,0,0,1,0,0,0,1.0
egg,unroll,0,0,0,1,0,0,0,1.0
wrap,open,0,0,0,1,0,0,0,1.0
knife,board:chopping,0,0,1,0,0,1,0,0.0
banana,put,0,0,0,1,0,0,0,1.0
microwave,turn,0,0,0,1,0,0,0,1.0
oil,tray,0,0,1,0,0,1,0,0.0
rinse,plate,0,0,1,0,0,1,0,0.0
bowl:glass,table,0,0,1,0,0,1,0,0.0
water,turn,0,0,0,1,0,0,0,1.0
cupboard,put,0,0,0,1,0,0,0,1.0
water:hot,pot,0,0,1,0,0,1,0,0.0
courgette,pour,0,0,0,1,0,0,0,1.0
stove,pot,0,0,1,0,0,1,0,0.0
heat:cooker,check,0,0,0,1,0,0,0,1.0
drainer,pot,0,0,1,0,0,1,0,0.0
lettuce,chop,0,0,0,1,0,0,0,1.0
ham,dry,0,0,0,1,0,0,0,1.0
vinegar,put-in,0,0,0,1,0,0,0,1.0
pan,bread,0,0,1,0,0,1,0,0.0
tray,pick,0,0,0,1,0,0,0,1.0
scissors,rack:drying,0,0,1,0,0,1,0,0.0
rice,drain,0,0,0,1,0,0,0,1.0
stove,right:bottom,0,0,1,0,0,1,0,0.0
mixture:cheese,distribute,0,0,0,1,0,0,0,1.0
hood,turn-on,0,0,0,1,0,0,0,1.0
bowl:glass,cabinet,0,0,1,0,0,1,0,0.0
saucepan,turn,0,0,0,1,0,0,0,1.0
apple,bowl,0,0,1,0,0,1,0,0.0
sauce:spinker,get,0,0,0,1,0,0,0,1.0
plastic,side,0,0,1,0,0,1,0,0.0
dumpling,pot,0,0,1,0,0,1,0,0.0
side,bowl,0,0,1,0,0,1,0,0.0
top:counter,lid,0,0,1,0,0,1,0,0.0
plate:salad,lettuce,0,0,1,0,0,1,0,0.0
heat:right,switch-off,0,0,0,1,0,0,0,1.0
peeling,throw,0,0,0,1,0,0,0,1.0
mixture:cheese,pour,0,0,0,1,0,0,0,1.0
kettle,desk,0,0,1,0,0,1,0,0.0
cupboard,clove,0,0,1,0,0,1,0,0.0
milk,open,0,0,0,1,0,0,0,1.0
salad,wash,0,0,0,1,0,0,0,1.0
salt,cupboard,0,0,1,0,0,1,0,0.0
glass:new,take,0,0,0,1,0,0,0,1.0
tofu,take,0,0,0,1,0,0,0,1.0
soap,board,0,0,1,0,0,1,0,0.0
plug,pick-up,0,0,0,1,0,0,0,1.0
side,tuna,0,0,1,0,0,1,0,0.0
pack:cheese,open,0,0,0,1,0,0,0,1.0
spaghetti,stir,0,0,0,1,0,0,0,1.0
mug,take-out,0,0,0,1,0,0,0,1.0
container,rinse,0,0,0,1,0,0,0,1.0
maker:coffee,put-down,0,0,0,1,0,0,0,1.0
coriander,chop,0,0,0,1,0,0,0,1.0
garlic,take,0,0,0,1,0,0,0,1.0
curry,plate,0,0,1,0,0,1,0,0.0
box,put,0,0,0,1,0,0,0,1.0
lid,raise,0,0,0,1,0,0,0,1.0
carrot,rinse,0,0,0,1,0,0,0,1.0
egg,test,0,0,0,1,0,0,0,1.0
ring:onion,pick-up,0,0,0,1,0,0,0,1.0
yeast,spoon,0,0,1,0,0,1,0,0.0
pan:frying,oil,0,0,1,0,0,1,0,0.0
tupperware,dishwasher,0,0,1,0,0,1,0,0.0
meat,film:cling,0,0,1,0,0,1,0,0.0
board,place,0,0,0,1,0,0,0,1.0
cup:coffee,rinse,0,0,0,1,0,0,0,1.0
fork:wooden,put-down,0,0,0,1,0,0,0,1.0
glove,hand,0,0,1,0,0,1,0,0.0
board:chopping,rack:drying,0,0,1,0,0,1,0,0.0
processor,wipe-off,0,0,0,1,0,0,0,1.0
mesh,bin,0,0,1,0,0,1,0,0.0
jar:sugar,open,0,0,0,1,0,0,0,1.0
pot:white,put,0,0,0,1,0,0,0,1.0
oregano,bag,0,0,1,0,0,1,0,0.0
spoon:wooden,onion,0,0,1,0,0,1,0,0.0
drawer:freezer,close,0,0,0,1,0,0,0,1.0
fridge,bean:green,0,0,1,0,0,1,0,0.0
kettle,jug,0,0,1,0,0,1,0,0.0
breast:turkey,put,0,0,0,1,0,0,0,1.0
knife,sink,0,0,1,0,0,1,0,0.0
hand,flour:extra,0,0,1,0,0,1,0,0.0
soap,get,0,0,0,1,0,0,0,1.0
drainer,glass,0,0,1,0,0,1,0,0.0
package:food,take-out,0,0,0,1,0,0,0,1.0
bowl:glass,piece:onion,0,0,1,0,0,1,0,0.0
salad,pick-up,0,0,0,1,0,0,0,1.0
nutella,grab,0,0,0,1,0,0,0,1.0
grater,put,0,0,0,1,0,0,0,1.0
spoon,get,0,0,0,1,0,0,0,1.0
colander,bowl:salad,0,0,1,0,0,1,0,0.0
salt,put-back,0,0,0,1,0,0,0,1.0
cob,move,0,0,0,1,0,0,0,1.0
soap,squeeze,0,0,0,1,0,0,0,1.0
knife,stir,0,0,0,1,0,0,0,1.0
garbage,take,0,0,0,1,0,0,0,1.0
bread:white,grab,0,0,0,1,0,0,0,1.0
toaster,pancake,0,0,1,0,0,1,0,0.0
trash,plastic,0,0,1,0,0,1,0,0.0
rice,pot,0,0,1,0,0,1,0,0.0
sink,pan,0,0,1,0,0,1,0,0.0
butter,bread,0,0,1,0,0,1,0,0.0
pepper,take-out,0,0,0,1,0,0,0,1.0
flour,yeast,0,0,1,0,0,1,0,0.0
avocado,mash,0,0,0,1,0,0,0,1.0
packaging,cube:stock,0,0,1,0,0,1,0,0.0
container,move,0,0,0,1,0,0,0,1.0
cupboard,cup,0,0,1,0,0,1,0,0.0
cloth,arrange,0,0,0,1,0,0,0,1.0
rice:split,pick-up,0,0,0,1,0,0,0,1.0
cupboard,pick-up,0,0,0,1,0,0,0,1.0
parsley,rinse,0,0,0,1,0,0,0,1.0
ketchup,return,0,0,0,1,0,0,0,1.0
pan,oil:coconut,0,0,1,0,0,1,0,0.0
chicken,chop,0,0,0,1,0,0,0,1.0
tin:tomato,pick-up,0,0,0,1,0,0,0,1.0
carrot,move,0,0,0,1,0,0,0,1.0
onion,oil,0,0,1,0,0,1,0,0.0
measure,place,0,0,0,1,0,0,0,1.0
lettuce,put-in,0,0,0,1,0,0,0,1.0
knife,look-for,0,0,0,1,0,0,0,1.0
rack:drying,top,0,0,1,0,0,1,0,0.0
table,cloth,0,0,1,0,0,1,0,0.0
processor,wash,0,0,0,1,0,0,0,1.0
tofu,rice:vegetable,0,0,1,0,0,1,0,0.0
bowl:glass,put,0,0,0,1,0,0,0,1.0
coffee,prepare,0,0,0,1,0,0,0,1.0
colander,lettuce,0,0,1,0,0,1,0,0.0
coffee,pot:moka,0,0,1,0,0,1,0,0.0
water:tap,sink:water,0,0,1,0,0,1,0,0.0
food,take-out,0,0,0,1,0,0,0,1.0
cheese,put-away,0,0,0,1,0,0,0,1.0
napkin,bin:rubbish,0,0,1,0,0,1,0,0.0
glove:oven,put-down,0,0,0,1,0,0,0,1.0
scissors,drawer,0,0,1,0,0,1,0,0.0
bag:new,open,0,0,0,1,0,0,0,1.0
water,put-on,0,0,0,1,0,0,0,1.0
oil:olive,close,0,0,0,1,0,0,0,1.0
pot:left,spade,0,0,1,0,0,1,0,0.0
pepper,close,0,0,0,1,0,0,0,1.0
peel,banana,0,0,1,0,0,1,0,0.0
utensil,shelf,0,0,1,0,0,1,0,0.0
cube:stock,get,0,0,0,1,0,0,0,1.0
table,egg,0,0,1,0,0,1,0,0.0
counter,spatula,0,0,1,0,0,1,0,0.0
paprika,measure,0,0,0,1,0,0,0,1.0
table,pesto,0,0,1,0,0,1,0,0.0
plate,cookie,0,0,1,0,0,1,0,0.0
salt,bowl,0,0,1,0,0,1,0,0.0
sponge,basket,0,0,1,0,0,1,0,0.0
cream,remove,0,0,0,1,0,0,0,1.0
bowl:glass,fish,0,0,1,0,0,1,0,0.0
machine:washing,close,0,0,0,1,0,0,0,1.0
tomato:chopped,pan,0,0,1,0,0,1,0,0.0
oven,put,0,0,0,1,0,0,0,1.0
towel:kitchen,floor,0,0,1,0,0,1,0,0.0
container,remove,0,0,0,1,0,0,0,1.0
cube:stock,tin,0,0,1,0,0,1,0,0.0
paper,trash,0,0,1,0,0,1,0,0.0
maker:coffee,squeeze,0,0,0,1,0,0,0,1.0
patty,scoop,0,0,0,1,0,0,0,1.0
spoon:wooden,put-down,0,0,0,1,0,0,0,1.0
knife,mug,0,0,1,0,0,1,0,0.0
saucepan,put-on,0,0,0,1,0,0,0,1.0
water,bowl:glass,0,0,1,0,0,1,0,0.0
sausage,flip,0,0,0,1,0,0,0,1.0
carrot,remove,0,0,0,1,0,0,0,1.0
tofu,roll:kitchen,0,0,1,0,0,1,0,0.0
salad,throw,0,0,0,1,0,0,0,1.0
ground:coffee,v60,0,0,1,0,0,1,0,0.0
patty,put-away,0,0,0,1,0,0,0,1.0
pan:frying,pepper,0,0,1,0,0,1,0,0.0
lemon,put,0,0,0,1,0,0,0,1.0
mushroom,pour,0,0,0,1,0,0,0,1.0
syrup:maple,pour,0,0,0,1,0,0,0,1.0
courgette,get,0,0,0,1,0,0,0,1.0
brush,clean,0,0,0,1,0,0,0,1.0
chopstick,flavour,0,0,1,0,0,1,0,0.0
kitchen,clean,0,0,0,1,0,0,0,1.0
pot,egg,0,0,1,0,0,1,0,0.0
bag:plastic,close,0,0,0,1,0,0,0,1.0
rice,take,0,0,0,1,0,0,0,1.0
cd,move,0,0,0,1,0,0,0,1.0
tail,carrot,0,0,1,0,0,1,0,0.0
bag:trash,plastic,0,0,1,0,0,1,0,0.0
spoon,water,0,0,1,0,0,1,0,0.0
squash,taste,0,0,0,1,0,0,0,1.0
fan,turn-on,0,0,0,1,0,0,0,1.0
basket,put-down,0,0,0,1,0,0,0,1.0
microwave,fruit,0,0,1,0,0,1,0,0.0
bag,onion:diced,0,0,1,0,0,1,0,0.0
grater,pick-up,0,0,0,1,0,0,0,1.0
cracker,take,0,0,0,1,0,0,0,1.0
cover,brush,0,0,0,1,0,0,0,1.0
liquid:washing,pour,0,0,0,1,0,0,0,1.0
rice,plate,0,0,1,0,0,1,0,0.0
microwave,switch-off,0,0,0,1,0,0,0,1.0
mat:sushi,put-on,0,0,0,1,0,0,0,1.0
yeast,box,0,0,1,0,0,1,0,0.0
cereal,put-down,0,0,0,1,0,0,0,1.0
can,put,0,0,0,1,0,0,0,1.0
knife:fork,wash,0,0,0,1,0,0,0,1.0
lid,tomato:dried,0,0,1,0,0,1,0,0.0
spade,clean,0,0,0,1,0,0,0,1.0
jug,empty,0,0,0,1,0,0,0,1.0
pot:moka,water,0,0,1,0,0,1,0,0.0
skin:carrot,throw,0,0,0,1,0,0,0,1.0
box:lunch,tip-out,0,0,0,1,0,0,0,1.0
power,microwave,0,0,1,0,0,1,0,0.0
packet,open,0,0,0,1,0,0,0,1.0
onion,pepper,0,0,1,0,0,1,0,0.0
glass,return,0,0,0,1,0,0,0,1.0
soap,add,0,0,0,1,0,0,0,1.0
bowl,pour,0,0,0,1,0,0,0,1.0
scissors,place,0,0,0,1,0,0,0,1.0
chopstick,salt,0,0,1,0,0,1,0,0.0
coffee,heat,0,0,1,0,0,1,0,0.0
broccoli,cut,0,0,0,1,0,0,0,1.0
sandwich,box:lunch,0,0,1,0,0,1,0,0.0
chicken,shake,0,0,0,1,0,0,0,1.0
milk,store,0,0,0,1,0,0,0,1.0
flame,set,0,0,0,1,0,0,0,1.0
stock,put-down,0,0,0,1,0,0,0,1.0
breast:chicken,turn,0,0,0,1,0,0,0,1.0
bottle,do,0,0,0,1,0,0,0,1.0
wrapper,seal,0,0,0,1,0,0,0,1.0
pan,yeast,0,0,1,0,0,1,0,0.0
pin:dust,rubbish,0,0,1,0,0,1,0,0.0
pit,put-down,0,0,0,1,0,0,0,1.0
stock,break,0,0,0,1,0,0,0,1.0
kettle,put,0,0,0,1,0,0,0,1.0
bin,plug,0,0,1,0,0,1,0,0.0
cloth:dish,put,0,0,0,1,0,0,0,1.0
pitcher,pick-up,0,0,0,1,0,0,0,1.0
mushroom,put-down,0,0,0,1,0,0,0,1.0
plate,food:more,0,0,1,0,0,1,0,0.0
meat:minced,distribute,0,0,0,1,0,0,0,1.0
microwave,close,0,0,0,1,0,0,0,1.0
end:aubergine,take,0,0,0,1,0,0,0,1.0
herb,pour,0,0,0,1,0,0,0,1.0
mixture:powder,powder:egg,0,0,1,0,0,1,0,0.0
spoon:wooden,get,0,0,0,1,0,0,0,1.0
leaf:lettuce,wash,0,0,0,1,0,0,0,1.0
sink:water,knife,0,0,1,0,0,1,0,0.0
piece:small,tomato,0,0,1,0,0,1,0,0.0
gas,grab,0,0,0,1,0,0,0,1.0
paneer,move,0,0,0,1,0,0,0,1.0
drawer,mug,0,0,1,0,0,1,0,0.0
oven,cup,0,0,1,0,0,1,0,0.0
pan,cheese,0,0,1,0,0,1,0,0.0
water,close,0,0,0,1,0,0,0,1.0
knife,bowl,0,0,1,0,0,1,0,0.0
half,dough,0,0,1,0,0,1,0,0.0
flour,spoon,0,0,1,0,0,1,0,0.0
bread:white,nutella,0,0,1,0,0,1,0,0.0
oil,place,0,0,0,1,0,0,0,1.0
garlic,mash,0,0,0,1,0,0,0,1.0
bag:flour,take,0,0,0,1,0,0,0,1.0
olive,open,0,0,0,1,0,0,0,1.0
container,dry,0,0,0,1,0,0,0,1.0
pastry,box,0,0,1,0,0,1,0,0.0
bag:pasta,put-down,0,0,0,1,0,0,0,1.0
tap,place,0,0,0,1,0,0,0,1.0
dishwasher,board:chopping,0,0,1,0,0,1,0,0.0
plate,ginger,0,0,1,0,0,1,0,0.0
bottom,spade,0,0,1,0,0,1,0,0.0
cheese,empty,0,0,0,1,0,0,0,1.0
aubergine,cut,0,0,0,1,0,0,0,1.0
bin,bottle,0,0,1,0,0,1,0,0.0
flake:chilli,sprinkle,0,0,0,1,0,0,0,1.0
sponge,pick,0,0,0,1,0,0,0,1.0
chip,move,0,0,0,1,0,0,0,1.0
chicken,salt,0,0,1,0,0,1,0,0.0
plate,mayonnaise,0,0,1,0,0,1,0,0.0
rice,move,0,0,0,1,0,0,0,1.0
meat,flip,0,0,0,1,0,0,0,1.0
onion:spring,put-down,0,0,0,1,0,0,0,1.0
bag,return,0,0,0,1,0,0,0,1.0
masher,wash,0,0,0,1,0,0,0,1.0
container:tofu,open,0,0,0,1,0,0,0,1.0
pasta,water:pour,0,0,1,0,0,1,0,0.0
pack:cheese,empty,0,0,0,1,0,0,0,1.0
water,sauce:other,0,0,1,0,0,1,0,0.0
can,pick-up,0,0,0,1,0,0,0,1.0
mixture:tuna,put-down,0,0,0,1,0,0,0,1.0
turmeric,take,0,0,0,1,0,0,0,1.0
bowl,apple,0,0,1,0,0,1,0,0.0
table,bread,0,0,1,0,0,1,0,0.0
cover,sink:water,0,0,1,0,0,1,0,0.0
tomato,take-out,0,0,0,1,0,0,0,1.0
knife,drainer,0,0,1,0,0,1,0,0.0
bun:hamburger,pick-up,0,0,0,1,0,0,0,1.0
stock,get,0,0,0,1,0,0,0,1.0
rice:cooked,bowl,0,0,1,0,0,1,0,0.0
bag,dustbin,0,0,1,0,0,1,0,0.0
phone,freezer,0,0,1,0,0,1,0,0.0
pot,water:more,0,0,1,0,0,1,0,0.0
scissors,pot,0,0,1,0,0,1,0,0.0
cucumber,half,0,0,1,0,0,1,0,0.0
pot:left,cupboard,0,0,1,0,0,1,0,0.0
plate,pizza:take,0,0,1,0,0,1,0,0.0
bag,cut,0,0,0,1,0,0,0,1.0
bottle:oil,put,0,0,0,1,0,0,0,1.0
parsley,press,0,0,0,1,0,0,0,1.0
garbage,pit,0,0,1,0,0,1,0,0.0
potato,pan,0,0,1,0,0,1,0,0.0
mixture,pan,0,0,1,0,0,1,0,0.0
clip,put,0,0,0,1,0,0,0,1.0
chip,remove,0,0,0,1,0,0,0,1.0
tomato,slicing,0,0,1,0,0,1,0,0.0
stove,set-up,0,0,0,1,0,0,0,1.0
masher,pick-up,0,0,0,1,0,0,0,1.0
container,pesto,0,0,1,0,0,1,0,0.0
mezzaluna,put-down,0,0,0,1,0,0,0,1.0
roll:kitchen,rip,0,0,0,1,0,0,0,1.0
lime,cut,0,0,0,1,0,0,0,1.0
kettle,pick-up,0,0,0,1,0,0,0,1.0
cup:measuring,empty,0,0,0,1,0,0,0,1.0
heat,increase,0,0,0,1,0,0,0,1.0
cloth:dish,pick-up,0,0,0,1,0,0,0,1.0
meat:mince,salt,0,0,1,0,0,1,0,0.0
apron,remove,0,0,0,1,0,0,0,1.0
dustbin,put-into,0,0,0,1,0,0,0,1.0
pot,top:pot,0,0,1,0,0,1,0,0.0
sausage,put-down,0,0,0,1,0,0,0,1.0
place,lid,0,0,1,0,0,1,0,0.0
board:chopping,lather,0,0,0,1,0,0,0,1.0
garlic,ginger,0,0,1,0,0,1,0,0.0
tomato:chopped,pour,0,0,0,1,0,0,0,1.0
mixture,paste,0,0,1,0,0,1,0,0.0
mozzarella,put-down,0,0,0,1,0,0,0,1.0
foil:transparent,put,0,0,0,1,0,0,0,1.0
chicken,tupperware,0,0,1,0,0,1,0,0.0
sauce:fish,put-away,0,0,0,1,0,0,0,1.0
refrigerator,check,0,0,0,1,0,0,0,1.0
oil,pot,0,0,1,0,0,1,0,0.0
potato,skin,0,0,0,1,0,0,0,1.0
dish,place,0,0,0,1,0,0,0,1.0
switch,turn-of,0,0,0,1,0,0,0,1.0
pepper,onion,0,0,1,0,0,1,0,0.0
lid,sun,0,0,1,0,0,1,0,0.0
tomato:cherry,take,0,0,0,1,0,0,0,1.0
shell:egg,bin,0,0,1,0,0,1,0,0.0
almond,spoon,0,0,0,1,0,0,0,1.0
cupboard,potato,0,0,1,0,0,1,0,0.0
rag,wipe,0,0,0,1,0,0,0,1.0
tin,put-down,0,0,0,1,0,0,0,1.0
napkin,pick,0,0,0,1,0,0,0,1.0
lid:tin,rinse,0,0,0,1,0,0,0,1.0
cookie,table,0,0,1,0,0,1,0,0.0
cheese,pack,0,0,1,0,0,1,0,0.0
packet,pull-out,0,0,0,1,0,0,0,1.0
grinder:coffee,ground,0,0,1,0,0,1,0,0.0
can,throw,0,0,0,1,0,0,0,1.0
fork,bowl:salad,0,0,1,0,0,1,0,0.0
onion:spring,get,0,0,0,1,0,0,0,1.0
bowl,get,0,0,0,1,0,0,0,1.0
spoon,board:chopping,0,0,1,0,0,1,0,0.0
support,put-down,0,0,0,1,0,0,0,1.0
pan,spoon,0,0,1,1,0,1,0,1.0
lid,chilli,0,0,1,0,0,1,0,0.0
refrigerator,spatula:wooden,0,0,1,0,0,1,0,0.0
pack,noodle:instant,0,0,1,0,0,1,0,0.0
yoghurt,take-out,0,0,0,1,0,0,0,1.0
water:tap,hand,0,0,1,0,0,1,0,0.0
mug,put-down,0,0,0,1,0,0,0,1.0
tupperware,onion,0,0,1,0,0,1,0,0.0
pan,sausage,0,0,1,0,0,1,0,0.0
bag:plastic,onion,0,0,1,0,0,1,0,0.0
scissors,take,0,0,0,1,0,0,0,1.0
sandwich,oregano,0,0,1,0,0,1,0,0.0
corn,unfreeze,0,0,0,1,0,0,0,1.0
cooker,heat,0,0,0,1,0,0,0,1.0
burger:tuna,check,0,0,0,1,0,0,0,1.0
pepper:cayenne,measure,0,0,0,1,0,0,0,1.0
surface,pot:teapot,0,0,1,0,0,1,0,0.0
broccoli,scissors,0,0,1,0,0,1,0,0.0
bowl,rinse-out,0,0,0,1,0,0,0,1.0
oil,garlic,0,0,1,0,0,1,0,0.0
herb,get,0,0,0,1,0,0,0,1.0
flour,bag,0,0,1,0,0,1,0,0.0
dish,rice,0,0,1,0,0,1,0,0.0
bag,empty-into,0,0,0,1,0,0,0,1.0
chorizo,pick-up,0,0,0,1,0,0,0,1.0
cooker,wipe,0,0,0,1,0,0,0,1.0
half,lettuce,0,0,1,0,0,1,0,0.0
spatula,sink,0,0,1,0,0,1,0,0.0
pineapple,cut,0,0,0,1,0,0,0,1.0
temperature,select,0,0,0,1,0,0,0,1.0
cover,fix,0,0,0,1,0,0,0,1.0
garlic,board:cutting,0,0,1,0,0,1,0,0.0
cutlery,set-down,0,0,0,1,0,0,0,1.0
crisp,place,0,0,0,1,0,0,0,1.0
grape,grab,0,0,0,1,0,0,0,1.0
board:chopping,garlic,0,0,1,0,0,1,0,0.0
pan,corn,0,0,1,0,0,1,0,0.0
cupboard,mustard,0,0,1,0,0,1,0,0.0
dishwasher,mug,0,0,1,0,0,1,0,0.0
spoon:plastic,get,0,0,0,1,0,0,0,1.0
stuff,chopstick,0,0,1,0,0,1,0,0.0
leaf,take-off,0,0,0,1,0,0,0,1.0
spatula,stir,0,0,0,1,0,0,0,1.0
plate,table,0,0,1,0,0,1,0,0.0
yoghurt,close,0,0,0,1,0,0,0,1.0
spice,pestle,0,0,1,0,0,1,0,0.0
holder:filter,put-down,0,0,0,1,0,0,0,1.0
light,video,0,0,0,1,0,0,0,1.0
package:mozzarella,drain,0,0,0,1,0,0,0,1.0
oil,take,0,0,0,1,0,0,0,1.0
knife,rag,0,0,1,0,0,1,0,0.0
bottle,table,0,0,1,0,0,1,0,0.0
ground:coffee,put,0,0,0,1,0,0,0,1.0
side,switch,0,0,0,1,0,0,0,1.0
box:lunch,clean,0,0,0,1,0,0,0,1.0
stove,heat,0,0,1,0,0,1,0,0.0
oil:olive,put-down,0,0,0,1,0,0,0,1.0
pepper,put-down,0,0,0,1,0,0,0,1.0
sausage,squeeze,0,0,0,1,0,0,0,1.0
aubergine,chop,0,0,0,1,0,0,0,1.0
sink,liquid:washing,0,0,1,0,0,1,0,0.0
board:chipping,put,0,0,0,1,0,0,0,1.0
plate,cabinet,0,0,1,0,0,1,0,0.0
rack:drying,clip:bag,0,0,1,0,0,1,0,0.0
peeler,wash,0,0,0,1,0,0,0,1.0
bread,slice,0,0,0,1,0,0,0,1.0
lid:tin,clean,0,0,0,1,0,0,0,1.0
bin,put-in,0,0,0,1,0,0,0,1.0
lettuce,piece:small,0,0,1,0,0,1,0,0.0
sauce:soy,pick-up,0,0,0,1,0,0,0,1.0
side,scale,0,0,1,0,0,1,0,0.0
knife,put-away,0,0,0,1,0,0,0,1.0
masala,put,0,0,0,1,0,0,0,1.0
bottom,cupboard,0,0,1,0,0,1,0,0.0
pot:coffee,place,0,0,0,1,0,0,0,1.0
cutlery,get,0,0,0,1,0,0,0,1.0
packet,empty,0,0,0,1,0,0,0,1.0
spoon,sink,0,0,1,0,0,1,0,0.0
container,olive,0,0,1,0,0,1,0,0.0
packaging,pick-up,0,0,0,1,0,0,0,1.0
bowl,flour:more,0,0,1,0,0,1,0,0.0
poster,adjust,0,0,0,1,0,0,0,1.0
hole:sink,clean,0,0,0,1,0,0,0,1.0
bowl,water,0,0,1,0,0,1,0,0.0
salmon,take,0,0,0,1,0,0,0,1.0
grape,take-out,0,0,0,1,0,0,0,1.0
spade,use,0,0,0,1,0,0,0,1.0
mix,salt,0,0,1,0,0,1,0,0.0
sponge,liquid:washing,0,0,1,0,0,1,0,0.0
spoon,stir,0,0,0,1,0,0,0,1.0
spoon,sugar,0,0,1,0,0,1,0,0.0
rag,cabinet,0,0,1,0,0,1,0,0.0
sink,bowl:washing,0,0,1,0,0,1,0,0.0
slice:cheese,take-out,0,0,0,1,0,0,0,1.0
flour:egg,mixture,0,0,1,0,0,1,0,0.0
clothes,liquid:cleaning,0,0,1,0,0,1,0,0.0
mug,get,0,0,0,1,0,0,0,1.0
lid,put-aside,0,0,0,1,0,0,0,1.0
vegetable,put-down,0,0,0,1,0,0,0,1.0
meat,break,0,0,0,1,0,0,0,1.0
plate,bread,0,0,1,0,0,1,0,0.0
towel,rinse,0,0,0,1,0,0,0,1.0
cupboard,salad,0,0,1,0,0,1,0,0.0
wrap:plastic,pick-up,0,0,0,1,0,0,0,1.0
top,bottle,0,0,1,0,0,1,0,0.0
tupperware,cilantro,0,0,1,0,0,1,0,0.0
sauce:soya,put,0,0,0,1,0,0,0,1.0
sauce,put-down,0,0,0,1,0,0,0,1.0
pasta,table,0,0,1,0,0,1,0,0.0
container:food,take,0,0,0,1,0,0,0,1.0
lid,lid,0,0,0,1,0,0,0,1.0
pizza,tray,0,0,1,0,0,1,0,0.0
salad,bowl,0,0,1,0,0,1,0,0.0
seed:olive,pick-up,0,0,0,1,0,0,0,1.0
freezer,open,0,0,0,1,0,0,0,1.0
saucepan,onion,0,0,1,0,0,1,0,0.0
kitchen,walk-into,0,0,0,1,0,0,0,1.0
oregano,grab,0,0,0,1,0,0,0,1.0
rack,glass,0,0,1,0,0,1,0,0.0
machine:coffee,jar,0,0,1,0,0,1,0,0.0
spoon,look-for,0,0,0,1,0,0,0,1.0
lime,chop,0,0,0,1,0,0,0,1.0
paste:miso,spoon,0,0,0,1,0,0,0,1.0
oil,check,0,0,0,1,0,0,0,1.0
salad,tuna,0,0,1,0,0,1,0,0.0
hand,raisin,0,0,1,0,0,1,0,0.0
board,dry,0,0,0,1,0,0,0,1.0
pan:frying,wash,0,0,0,1,0,0,0,1.0
honey,mix,0,0,0,1,0,0,0,1.0
squash,drain,0,0,0,1,0,0,0,1.0
brusher,chopstick,0,0,1,0,0,1,0,0.0
mixture,spoon:second,0,0,1,0,0,1,0,0.0
drawer,glove,0,0,1,0,0,1,0,0.0
bin,salt,0,0,1,0,0,1,0,0.0
nutella,bread:white,0,0,1,0,0,1,0,0.0
water,jug,0,0,1,0,0,1,0,0.0
vinegar:wine,wine:red,0,0,1,0,0,1,0,0.0
mixture,pour,0,0,0,1,0,0,0,1.0
bottle:water,open,0,0,0,1,0,0,0,1.0
oil:olive,get,0,0,0,1,0,0,0,1.0
lettuce,plate:salad,0,0,1,0,0,1,0,0.0
bowl:glass,noodle,0,0,1,0,0,1,0,0.0
tissue,hand,0,0,1,0,0,1,0,0.0
box:cereal,bag,0,0,1,0,0,1,0,0.0
side:outer,side:inner,0,0,1,0,0,1,0,0.0
stove,table,0,0,1,0,0,1,0,0.0
dish,take,0,0,0,1,0,0,0,1.0
packaging,throw,0,0,0,1,0,0,0,1.0
cloth,get,0,0,0,1,0,0,0,1.0
v60,take,0,0,0,1,0,0,0,1.0
piece:ginger,knife,0,0,1,0,0,1,0,0.0
box:lunch,lid,0,0,1,0,0,1,0,0.0
tin,water,0,0,1,0,0,1,0,0.0
bowl,bean,0,0,1,0,0,1,0,0.0
chicken,dice,0,0,0,1,0,0,0,1.0
cheese,fridge,0,0,1,0,0,1,0,0.0
tortilla,cheese:more,0,0,1,0,0,1,0,0.0
cloth,squeeze,0,0,0,1,0,0,0,1.0
towel:tea,hang-up,0,0,0,1,0,0,0,1.0
bar:cereal,box,0,0,1,0,0,1,0,0.0
pan:frying,pick-up,0,0,0,1,0,0,0,1.0
water,put-down,0,0,0,1,0,0,0,1.0
water:tap,clean,0,0,0,1,0,0,0,1.0
holder:pot,put-down,0,0,0,1,0,0,0,1.0
mixture,flour:egg,0,0,1,0,0,1,0,0.0
bowl:glass,top,0,0,1,0,0,1,0,0.0
filter,put-down,0,0,0,1,0,0,0,1.0
pot,scissors,0,0,1,0,0,1,0,0.0
bottle,put,0,0,0,1,0,0,0,1.0
