Object/Action_1,Object/Action_2,UsedFor,CapableOf,CreatedBy,Affordance,HasA,IsA,AtLocation,LocatedNear
lid,close,1,0,0,1,0,0,0,0
vegetable,stir,1,0,0,1,0,0,0,0
bowl:small,get,1,0,0,1,0,0,0,0
plate,knife,0,0,0,0,0,0,0,1
board:chopping,onion,0,0,0,0,0,0,0,1
piece:smaller,spoon:wooden,0,0,0,0,0,0,0,1
drainer,peeler,0,0,0,0,0,0,0,1
scissors,move,1,0,0,1,0,0,0,0
egg,break,1,0,0,1,0,0,0,0
milk,put,1,0,0,1,0,0,0,0
bin,eggshell,0,0,0,0,0,0,0,1
burger:chicken,put,1,0,0,1,0,0,0,0
skin,onion,0,0,0,0,0,0,0,1
box:rice,seal,1,0,0,1,0,0,0,0
glass,sugar,0,0,0,0,0,0,0,1
fridge,put,1,0,0,1,0,0,0,0
tortilla,flip,1,0,0,1,0,0,0,0
blueberry,bowl,0,0,0,0,0,0,0,1
lid,fill-up,1,0,0,1,0,0,0,0
cupboard,box,0,0,0,0,0,0,0,1
towel,hand,0,0,0,0,0,0,0,1
lemon,salad,0,0,0,0,0,0,0,1
milk,packaging,0,0,0,0,0,0,0,1
pan,put-in,1,0,0,1,0,0,0,0
measure,pick-up,1,0,0,1,0,0,0,0
spade:food,clean,1,0,0,1,0,0,0,0
mat:sushi,wet,1,0,0,1,0,0,0,0
bowl,cooker,0,0,0,0,0,0,0,1
tomato,throw,1,0,0,1,0,0,0,0
fridge,packaging,0,0,0,0,0,0,0,1
container,move,1,0,0,1,0,0,0,0
pot,open,1,0,0,1,0,0,0,0
tortilla,vegetable,0,0,0,0,0,0,0,1
cloth:table,put-down,1,0,0,1,0,0,0,0
curry:only,leaf:curry,0,0,0,0,0,0,0,1
coriander,pan,0,0,0,0,0,0,0,1
meat,sauce,0,0,0,0,0,0,0,1
opener:bottle,grab,1,0,0,1,0,0,0,0
coffee,close,1,0,0,1,0,0,0,0
packet,lid,0,0,0,0,0,0,0,1
pot,empty,1,0,0,1,0,0,0,0
basil,throw,1,0,0,1,0,0,0,0
saucer,move,1,0,0,1,0,0,0,0
garbage,throw,1,0,0,1,0,0,0,0
sink,board:chopping,0,0,0,0,0,0,0,1
bag:cheese,close,1,0,0,1,0,0,0,0
oil:sesame,cupboard,0,0,0,0,0,0,0,1
beer:more,drink,1,0,0,1,0,0,0,0
vegetable,bowl,0,0,0,0,0,0,0,1
milk,cereal,0,0,0,0,0,0,0,1
part,onion:spring,0,0,0,0,0,0,0,1
packet,yeast,0,0,0,0,0,0,0,1
dressing,look-at,1,0,0,1,0,0,0,0
basket,pick-up,1,0,0,1,0,0,0,0
noodle,take,1,0,0,1,0,0,0,0
honey,get,1,0,0,1,0,0,0,0
spade,lettuce,0,0,0,0,0,0,0,1
salt,refrigerator,0,0,0,0,0,0,0,1
bag:mozzarella,move,1,0,0,1,0,0,0,0
surface,blender,0,0,0,0,0,0,0,1
lid,throw,1,0,0,1,0,0,0,0
plate,rice,0,0,0,0,0,0,0,1
filter,extract,1,0,0,1,0,0,0,0
mocha,pick-up,1,0,0,1,0,0,0,0
bowl,knife,0,0,0,0,0,0,0,1
v60,water,0,0,0,0,0,0,0,1
plate,onion,0,0,0,0,0,0,0,1
leek,onion,0,0,0,0,0,0,0,1
half,onion,0,0,0,0,0,0,0,1
mushroom,put-down,1,0,0,1,0,0,0,0
package:cheese,open,1,0,0,1,0,0,0,0
raisin,cupboard,0,0,0,0,0,0,0,1
grill,part:lower,0,0,0,0,0,0,0,1
container,lemon,0,0,0,0,0,0,0,1
bag:cereal,open,1,0,0,1,0,0,0,0
powder:curry,close,1,0,0,1,0,0,0,0
lettuce,pick,1,0,0,1,0,0,0,0
box,bin,0,0,0,0,0,0,0,1
glove:oven,take,1,0,0,1,0,0,0,0
saucepan,turn,1,0,0,1,0,0,0,0
sauce,salad,0,0,0,0,0,0,0,1
pan:frying,butter,0,0,0,0,0,0,0,1
glass,empty,1,0,0,1,0,0,0,0
sink,bottle,0,0,0,0,0,0,0,1
chopstick,clean,1,0,0,1,0,0,0,0
carrot,chop,1,0,0,1,0,0,0,0
flour,bag,0,0,0,0,0,0,0,1
time,microwave,0,0,0,0,0,0,0,1
counter,meat,0,0,0,0,0,0,0,1
onion:remaining,pick-up,1,0,0,1,0,0,0,0
sink,tip-into,1,0,0,1,0,0,0,0
hob,turn-off,1,0,0,1,0,0,0,0
package,popcorn,0,0,0,0,0,0,0,1
garbage,put-in,1,0,0,1,0,0,0,0
temperature,hob,0,0,0,0,0,0,0,1
bottom,right,0,0,0,0,0,0,0,1
dish:meat,pick-up,1,0,0,1,0,0,0,0
pear,cut,1,0,0,1,0,0,0,0
packet,pull-out,1,0,0,1,0,0,0,0
oat,shake,1,0,0,1,0,0,0,0
microwave,open,1,0,0,1,0,0,0,0
parsley,take,1,0,0,1,0,0,0,0
rice,saucepan,0,0,0,0,0,0,0,1
bin,move,1,0,0,1,0,0,0,0
pasta,strainer,0,0,0,0,0,0,0,1
holder:pot,put-down,1,0,0,1,0,0,0,0
fork,meat,0,0,0,0,0,0,0,1
pizza,cut,1,0,0,1,0,0,0,0
strainer,drainer,0,0,0,0,0,0,0,1
plug,plug-in,1,0,0,1,0,0,0,0
spoon:wooden,take,1,0,0,1,0,0,0,0
machine:washing,turn,1,0,0,1,0,0,0,0
cupboard,towel:tea,0,0,0,0,0,0,0,1
spatula,meat,0,0,0,0,0,0,0,1
spice,search,1,0,0,1,0,0,0,0
chopstick,curd:bean,0,0,0,0,0,0,0,1
container:sugar,take,1,0,0,1,0,0,0,0
maker:coffee,squeeze,1,0,0,1,0,0,0,0
teaspoon,pick-up,1,0,0,1,0,0,0,0
pepper:bell,mix,1,0,0,1,0,0,0,0
table,salad,0,0,0,0,0,0,0,1
pan:frying,meat,0,0,0,0,0,0,0,1
paella,clean,1,0,0,1,0,0,0,0
yoghurt,pour,1,0,0,1,0,0,0,0
top:counter,lid,0,0,0,0,0,0,0,1
peeler:potato,dry,1,0,0,1,0,0,0,0
garni:bouquet,pan,0,0,0,0,0,0,0,1
cap:sink,clean,1,0,0,1,0,0,0,0
dishwasher,drawer,0,0,0,0,0,0,0,1
bowl,rice,0,0,0,0,0,0,0,1
salad,bread,0,0,0,0,0,0,0,1
maker,open,1,0,0,1,0,0,0,0
table,jar,0,0,0,0,0,0,0,1
sauce,take-out,1,0,0,1,0,0,0,0
rag,cup,0,0,0,0,0,0,0,1
bowl,onion,0,0,0,0,0,0,0,1
bean:green,trim,1,0,0,1,0,0,0,0
salad,onion:spring,0,0,0,0,0,0,0,1
v60,dry,1,0,0,1,0,0,0,0
sprout:more,pot:right,0,0,0,0,0,0,0,1
hob,switch,1,0,0,1,0,0,0,0
saucepan,potato,0,0,0,0,0,0,0,1
tomato,separate,1,0,0,1,0,0,0,0
detergent,cup,0,0,0,0,0,0,0,1
napkin,pick-up,1,0,0,1,0,0,0,0
top:kitchen,clean,1,0,0,1,0,0,0,0
dough,spread,1,0,0,1,0,0,0,0
bag,test,1,0,0,1,0,0,0,0
bottom,sprout:more,0,0,0,0,0,0,0,1
salt,egg,0,0,0,0,0,0,0,1
mug,rinse,1,0,0,1,0,0,0,0
dishwasher,mat:sushi,0,0,0,0,0,0,0,1
pot,cooker,0,0,0,0,0,0,0,1
brush,side:inner,0,0,0,0,0,0,0,1
masala,bag,0,0,0,0,0,0,0,1
form,meat:minced,0,0,0,0,0,0,0,1
sprout,pot:left,0,0,0,0,0,0,0,1
sauce:pesto,pick-up,1,0,0,1,0,0,0,0
stand,knife,0,0,0,0,0,0,0,1
water,cup,0,0,0,0,0,0,0,1
sponge,put,1,0,0,1,0,0,0,0
pan,celery,0,0,0,0,0,0,0,1
holder:filter,remove,1,0,0,1,0,0,0,0
saucepan,pasta,0,0,0,0,0,0,0,1
pot:coffee,cupboard,0,0,0,0,0,0,0,1
leaf,plate,0,0,0,0,0,0,0,1
board:chopping,garlic,0,0,0,0,0,0,0,1
spaghetti,take,1,0,0,1,0,0,0,0
oil,pan:frying,0,0,0,0,0,0,0,1
glove:oven,put-on,1,0,0,1,0,0,0,0
board:washing,rack:drying,0,0,0,0,0,0,0,1
cucumber,stack,1,0,0,1,0,0,0,0
plate,saucepan,0,0,0,0,0,0,0,1
bag:plastic,spice,0,0,0,0,0,0,0,1
hob,pan,0,0,0,0,0,0,0,1
pot:coffee,wash,1,0,0,1,0,0,0,0
water:tap,bean:green,0,0,0,0,0,0,0,1
tap,turn,1,0,0,1,0,0,0,0
bag:sandwich,close,1,0,0,1,0,0,0,0
refrigerator,container,0,0,0,0,0,0,0,1
microwave,bowl,0,0,0,0,0,0,0,1
fridge,end,1,0,0,1,0,0,0,0
bag,gather,1,0,0,1,0,0,0,0
mozzarella:more,sprinkle,1,0,0,1,0,0,0,0
oven,glove,0,0,0,0,0,0,0,1
base:pizza,move,1,0,0,1,0,0,0,0
package,sausage,0,0,0,0,0,0,0,1
pot:left,cupboard,0,0,0,0,0,0,0,1
spice,grind,1,0,0,1,0,0,0,0
plate,desk,0,0,0,0,0,0,0,1
packet:sausage,sausage:open,0,0,0,0,0,0,0,1
pot,knife,0,0,0,0,0,0,0,1
cup:coffee,pick-up,1,0,0,1,0,0,0,0
box,take,1,0,0,1,0,0,0,0
lid,bin,0,0,0,0,0,0,0,1
spate,put-down,1,0,0,1,0,0,0,0
cooker,open,1,0,0,1,0,0,0,0
soap,pan,0,0,0,0,0,0,0,1
board:chopping,wash-up,1,0,0,1,0,0,0,0
foil,take,1,0,0,1,0,0,0,0
chilli,wash,1,0,0,1,0,0,0,0
oil:olive,put-down,1,0,0,1,0,0,0,0
chicken,slice,1,0,0,1,0,0,0,0
mug,get,1,0,0,1,0,0,0,0
box:lunch,grab,1,0,0,1,0,0,0,0
package:popcorn,cupboard,0,0,0,0,0,0,0,1
lime,put,1,0,0,1,0,0,0,0
stem:mint,take,1,0,0,1,0,0,0,0
refrigerator,check,1,0,0,1,0,0,0,0
bin:food,food:leftover,0,0,0,0,0,0,0,1
hand,wipe,1,0,0,1,0,0,0,0
spoon,take,1,0,0,1,0,0,0,0
oat,start,1,0,0,1,0,0,0,0
lid:glass,pot,0,0,0,0,0,0,0,1
piece:chicken,hold,1,0,0,1,0,0,0,0
teaspoon,dry,1,0,0,1,0,0,0,0
leaf,remove,1,0,0,1,0,0,0,0
meat,rinse,1,0,0,1,0,0,0,0
cup:coffee,water,0,0,0,0,0,0,0,1
paprika,take,1,0,0,1,0,0,0,0
saucepan,spoon,0,0,0,0,0,0,0,1
butter,fridge,0,0,0,0,0,0,0,1
mincemeat,distribute,1,0,0,1,0,0,0,0
v60,rinse,1,0,0,1,0,0,0,0
burger,pick-up,1,0,0,1,0,0,0,0
top,cafetiere,0,0,0,0,0,0,0,1
chopstick,flavour,0,0,0,0,0,0,0,1
pan,roll:kitchen,0,0,0,0,0,0,0,1
pot,noodle:instant,0,0,0,0,0,0,0,1
bag,caper,0,0,0,0,0,0,0,1
onion,bin,0,0,0,0,0,0,0,1
pot:kiwi,throw,1,0,0,1,0,0,0,0
knife,take,1,0,0,1,0,0,0,0
bottle,flatten,1,0,0,1,0,0,0,0
cloth:table,clean,1,0,0,1,0,0,0,0
fridge,carrot,0,0,0,0,0,0,0,1
salt,mix,1,0,0,1,0,0,0,1
nutella,bread,0,0,0,0,0,0,0,1
tap,move,1,0,0,1,0,0,0,0
soup,bowl:glass,0,0,0,0,0,0,0,1
trash,grab,1,0,0,1,0,0,0,0
something,bottle,0,0,0,0,0,0,0,1
bit:carrot,remove,1,0,0,1,0,0,0,0
knife,lettuce,0,0,0,0,0,0,0,1
spade,pot,0,0,0,0,0,0,0,1
bacon,pane,0,0,0,0,0,0,0,1
chopstick,bottom,0,0,0,0,0,0,0,1
bowl,saucepan,0,0,0,0,0,0,0,1
stove,maker:coffee,0,0,0,0,0,0,0,1
fruit,microwave,0,0,0,0,0,0,0,1
wok,scour,1,0,0,1,0,0,0,0
fork,put,1,0,0,1,0,0,0,0
food,container,0,0,0,0,0,0,0,1
bin,seed,0,0,0,0,0,0,0,1
knife:mezzaluna,take,1,0,0,1,0,0,0,0
dishwasher,start,1,0,0,1,0,0,0,0
apple,cut,1,0,0,1,0,0,0,0
potato,turn,1,0,0,1,0,0,0,0
plate,apple,0,0,0,0,0,0,0,1
tofu,roll:kitchen,0,0,0,0,0,0,0,1
ginger,cut,1,0,0,1,0,0,0,0
spade,powder:egg,0,0,0,0,0,0,0,1
salad:more,leaf:salad,0,0,0,0,0,0,0,1
paste:miso,spoon,1,0,0,1,0,0,0,0
pot,onion,0,0,0,0,0,0,0,1
garbage,leaf:get,0,0,0,0,0,0,0,1
rag,wipe,1,0,0,1,0,0,0,0
phone,pick-up,1,0,0,1,0,0,0,0
spatula:wooden,wash,1,0,0,1,0,0,0,0
stick:chop,bowl:glass,0,0,0,0,0,0,0,1
water,cheese,0,0,0,0,0,0,0,1
meat,get,1,0,0,1,0,0,0,0
plastic,pick-up,1,0,0,1,0,0,0,0
packet:popcorn,cupboard,0,0,0,0,0,0,0,1
watch,side,0,0,0,0,0,0,0,1
trash,throw-into,1,0,0,1,0,0,0,0
pan:frying,oil,0,0,0,0,0,0,0,1
butter,squeeze,1,0,0,1,0,0,0,0
bag,grab,1,0,0,1,0,0,0,0
top:bin,plastic,0,0,0,0,0,0,0,1
bag:pasta,put-down,1,0,0,1,0,0,0,0
tomato,take,1,0,0,1,0,0,0,0
fridge,salami,0,0,0,0,0,0,0,1
almond,put,1,0,0,1,0,0,0,0
hand,look-at,1,0,0,1,0,0,0,0
cooker,bowl,0,0,0,0,0,0,0,1
patty,pick-up,1,0,0,1,0,0,0,0
mug,arrange,1,0,0,1,0,0,0,0
sprout:cooked,bowl,0,0,0,0,0,0,0,1
package,wipe,1,0,0,1,0,0,0,0
tin,scour,1,0,0,1,0,0,0,0
temperature:oven,change,1,0,0,1,0,0,0,0
basil,take,1,0,0,1,0,0,0,0
garbage,take,1,0,0,1,0,0,0,0
lid,put-back,1,0,0,1,0,0,0,0
clothes,desk,0,0,0,0,0,0,0,1
oregano,put-down,1,0,0,1,0,0,0,0
base,pick-up,1,0,0,1,0,0,0,0
flame,stove,0,0,0,0,0,0,0,1
carrot,julienne,0,0,0,0,0,0,0,1
spade:food,get,1,0,0,1,0,0,0,0
salad,look,1,0,0,1,0,0,0,0
sweetcorn,close,1,0,0,1,0,0,0,0
knife,put-away,1,0,0,1,0,0,0,0
container,slice,1,0,0,1,0,0,0,0
sock,hang,1,0,0,1,0,0,0,0
sink,put-in,1,0,0,1,0,0,0,0
water,bowl:glass,0,0,0,0,0,0,0,1
egg,spatula,0,0,0,0,0,0,0,1
dish,masala:bean,0,0,0,0,0,0,0,1
pepper:more,pour,1,0,0,1,0,0,0,0
top,jar:filter,0,0,0,0,0,0,0,1
bowl,garlic,0,0,0,0,0,0,0,1
flake:chilli,put-down,1,0,0,1,0,0,0,0
lid,take,1,0,0,1,0,0,0,0
salt,move,1,0,0,1,0,0,0,0
candle,take,1,0,0,1,0,0,0,0
sweetcorn,drain,1,0,0,1,0,0,0,0
bulb:splitting,garlic,0,0,0,0,0,0,0,1
counter,turn-off,1,0,0,1,0,0,0,0
bread,loaf,0,0,0,0,0,0,0,1
spaghetti,bacon,0,0,0,0,0,0,0,1
package:salad,take,1,0,0,1,0,0,0,0
salad,bag,0,0,0,0,0,0,0,1
spoon:wooden,meat,0,0,0,0,0,0,0,1
bag:plastic,tortilla,0,0,0,0,0,0,0,1
corn,mix,1,0,0,1,0,0,0,0
mixture,put-on,1,0,0,1,0,0,0,0
can,put,1,0,0,1,0,0,0,0
filter:sink,clean,1,0,0,1,0,0,0,0
spoon,lick,1,0,0,1,0,0,0,0
bowl,apple,0,0,0,0,0,0,0,1
soup,cucumber,0,0,0,0,0,0,0,1
tamagoyaki,bag,0,0,0,0,0,0,0,1
cap,close,1,0,0,1,0,0,0,0
coffee,prepare,1,0,0,1,0,0,0,0
lemon,put-down,1,0,0,1,0,0,0,0
wrapper,remove,1,0,0,1,0,0,0,0
package:mozzarella,cut,1,0,0,1,0,0,0,0
table,milk,0,0,0,0,0,0,0,1
label,read,1,0,0,1,0,0,0,0
strainer,take,1,0,0,1,0,0,0,0
juice,close,1,0,0,1,0,0,0,0
coconut,get,1,0,0,1,0,0,0,0
box:fruit,take,1,0,0,1,0,0,0,0
tabla:kitchen,pick-up,1,0,0,1,0,0,0,0
onion,take,1,0,0,1,0,0,0,0
bottle,plug,1,0,0,1,0,0,0,0
pan,pesto,0,0,0,0,0,0,0,1
peel,throw,1,0,0,1,0,0,0,0
cap:sink,rinse,1,0,0,1,0,0,0,0
chopstick,get,1,0,0,1,0,0,0,0
galangal,pick-up,1,0,0,1,0,0,0,0
coffee,machine:coffee,0,0,0,0,0,0,0,1
whisk,pick-up,1,0,0,1,0,0,0,0
colander,lather,1,0,0,1,0,0,0,0
pin:rolling,take,1,0,0,1,0,0,0,0
piece:ginger,counter,0,0,0,0,0,0,0,1
board:serving,place-on,1,0,0,1,0,0,0,0
ingredient,pan,0,0,0,0,0,0,0,1
rubbish,bag:grape,0,0,0,0,0,0,0,1
cup,liquid,0,0,0,0,0,0,0,1
ham,cut,1,0,0,1,0,0,0,0
tuna,side,0,0,0,0,0,0,0,1
pan,lather,1,0,0,1,0,0,0,0
grinder,inspect,1,0,0,1,0,0,0,0
spaghetti,pot,0,0,0,0,0,0,0,1
choppings:onion,throw,1,0,0,1,0,0,0,0
cooker,locate,1,0,0,1,0,0,0,0
sprout,bottom,0,0,0,0,0,0,0,1
trash,skin:onion,0,0,0,0,0,0,0,1
grinder,grind,1,0,0,1,0,0,0,0
top,blueberry,0,0,0,0,0,0,0,1
plate,pear,0,0,0,0,0,0,0,1
packaging:bread,close,1,0,0,1,0,0,0,0
sausage,pan,0,0,0,0,0,0,0,1
lettuce,knife,0,0,0,0,0,0,0,1
lid,put-away,1,0,0,1,0,0,0,0
bowl:sugar,open,1,0,0,1,0,0,0,0
fork:wooden,put,1,0,0,1,0,0,0,0
bag:tea,throw,1,0,0,1,0,0,0,0
ginger,peel,1,0,0,1,0,0,0,0
powder:curry,take,1,0,0,1,0,0,0,0
wire,whisk,0,0,0,0,0,0,0,1
cheese,grab,1,0,0,1,0,0,0,0
water:kettle,get,1,0,0,1,0,0,0,0
pasta,saucepan,0,0,0,0,0,0,0,1
mushroom,cut,1,0,0,1,0,0,0,0
board:cutting,pick-up,1,0,0,1,0,0,0,0
filter,open,1,0,0,1,0,0,0,0
leaf:onion,onion:spring,0,0,0,0,0,0,0,1
bag,salad,0,0,0,0,0,0,0,1
tortilla,press,1,0,0,1,0,0,0,0
cup,rinse,1,0,0,1,0,0,0,0
cap,throw,1,0,0,1,0,0,0,0
bowl,spatula,0,0,0,0,0,0,0,1
table,plate,0,0,0,0,0,0,0,1
counter,pan,0,0,0,0,0,0,0,1
top:counter,throw,1,0,0,1,0,0,0,0
bin,peeling:carrot,0,0,0,0,0,0,0,1
filter,empty,1,0,0,1,0,0,0,0
spoon,pot,0,0,0,0,0,0,0,1
container:rice,open,1,0,0,1,0,0,0,0
lid,put-on,1,0,0,1,0,0,0,0
ginger,get,1,0,0,1,0,0,0,0
yeast,pan,0,0,0,0,0,0,0,1
pot:moka,put,1,0,0,1,0,0,0,0
strainer,put-away,1,0,0,1,0,0,0,0
packaging,put,1,0,0,1,0,0,0,0
burger:tuna,box:lunch,0,0,0,0,0,0,0,1
container,sponge,0,0,0,0,0,0,0,1
sauce:tomato,stir,1,0,0,1,0,0,0,0
meat:minced,pepper,0,0,0,0,0,0,0,1
alarm,set-off,1,0,0,1,0,0,0,0
dishrag,place,1,0,0,1,0,0,0,0
fork,turn,1,0,0,1,0,0,0,0
pot:coffee,part,0,0,0,0,0,0,0,1
bottle,top,0,0,0,0,0,0,0,1
chunk,carrot,0,0,0,0,0,0,0,1
knife,pot,0,0,0,0,0,0,0,1
mixture,pot,0,0,0,0,0,0,0,1
plate:paper,take,1,0,0,1,0,0,0,0
bowl,search,1,0,0,1,0,0,0,0
plate,inspect,1,0,0,1,0,0,0,0
slice:tamagoyaki,pick-up,1,0,0,1,0,0,0,0
plug,remove,1,0,0,1,0,0,0,0
spatula,pan,0,0,0,0,0,0,0,1
tongs,get,1,0,0,1,0,0,0,0
machine,turn-on,1,0,0,1,0,0,0,0
grill,rinse,1,0,0,1,0,0,0,0
cooker,rice,0,0,0,0,0,0,0,1
breast:turkey,put,1,0,0,1,0,0,0,0
dustbin,switch,1,0,0,1,0,0,0,0
container:sauce,cover,1,0,0,1,0,0,0,0
sink:kitchen,throw,1,0,0,1,0,0,0,0
food,taste,1,0,0,1,0,0,0,0
bacon,take,1,0,0,1,0,0,0,0
chorizo,take,1,0,0,1,0,0,0,0
packaging,fridge,0,0,0,0,0,0,0,1
ladle,lather,1,0,0,1,0,0,0,0
knife,meat,0,0,0,0,0,0,0,1
nut:pine,pan,0,0,0,0,0,0,0,1
yeast,cupboard,0,0,0,0,0,0,0,1
sprout,chopstick,0,0,0,0,0,0,0,1
jar:pesto,teaspoon,0,0,0,0,0,0,0,1
leaf,pick-up,1,0,0,1,0,0,0,0
opener:can,get,1,0,0,1,0,0,0,0
plate,chopstick,0,0,0,0,0,0,0,1
machine,select,1,0,0,1,0,0,0,0
bowl:salad,pick-up,1,0,0,1,0,0,0,0
thigh:chicken,pick-up,1,0,0,1,0,0,0,0
kettle,rinse,1,0,0,1,0,0,0,0
coffee,scoop,1,0,0,1,0,0,0,0
lid,tomato:dried,0,0,0,0,0,0,0,1
counter,potato,0,0,0,0,0,0,0,1
spade,food,0,0,0,0,0,0,0,1
flour,roll-up,1,0,0,1,0,0,0,0
granola,pour,1,0,0,1,0,0,0,0
temperature,adjust,1,0,0,1,0,0,0,0
powder:flour,onion:spring,0,0,0,0,0,0,0,1
spoon:wooden,put,1,0,0,1,0,0,0,0
container,open,1,0,0,1,0,0,0,0
knife,sink:water,0,0,0,0,0,0,0,1
bottle,pour-out,1,0,0,1,0,0,0,0
basket,throw,1,0,0,1,0,0,0,0
opener:bottle,put-down,1,0,0,1,0,0,0,0
pepper,fridge,0,0,0,0,0,0,0,1
food:leftover,bin,0,0,0,0,0,0,0,1
peel,bin,0,0,0,0,0,0,0,1
coffee,pot:moka,0,0,0,0,0,0,0,1
heat,stop,1,0,0,1,0,0,0,0
colander,corn,0,0,0,0,0,0,0,1
cupboard,salad,0,0,0,0,0,0,0,1
apple,arrange,1,0,0,1,0,0,0,0
lid,butter,0,0,0,0,0,0,0,1
bottle,test,1,0,0,1,0,0,0,0
pineapple,put,1,0,0,1,0,0,0,0
pan,salt,0,0,0,0,0,0,0,1
cob,move,1,0,0,1,0,0,0,0
avocado,open,1,0,0,1,0,0,0,0
onion,bacon,0,0,0,0,0,0,0,1
egg,poke,1,0,0,1,0,0,0,0
knife:mincing,put,1,0,0,1,0,0,0,0
liquid:washing,plate,0,0,0,0,0,0,0,1
pan,corn,0,0,0,0,0,0,0,1
pan:frying,stove,0,0,0,0,0,0,0,1
turmeric,plastic,0,0,0,0,0,0,0,1
bowl:glass,desk,0,0,0,0,0,0,0,1
top,pancake,0,0,0,0,0,0,0,1
cereal,cupboard,0,0,0,0,0,0,0,1
oven,switch-off,1,0,0,1,0,0,0,0
hob,adjust,1,0,0,1,0,0,0,0
cooker:rice,put-in,1,0,0,1,0,0,0,0
packet:new,pick-up,1,0,0,1,0,0,0,0
milk:soy,close,1,0,0,1,0,0,0,0
lid,pot,0,0,0,0,0,0,0,1
container:food,open,1,0,0,1,0,0,0,0
jar,grab,1,0,0,1,0,0,0,0
oil,drop,1,0,0,1,0,0,0,0
pitcher,empty,1,0,0,1,0,0,0,0
onion,slice-along,1,0,0,1,0,0,0,0
vinegar,salad,0,0,0,0,0,0,0,1
bacon,put-away,1,0,0,1,0,0,0,0
flour:egg,chopstick,0,0,0,0,0,0,0,1
cream,grab,1,0,0,1,0,0,0,0
liquid:cleaning,clothes,0,0,0,0,0,0,0,1
fish,take,1,0,0,1,0,0,0,0
carrot,put,1,0,0,1,0,0,0,0
cheese,salad,0,0,0,0,0,0,0,1
bowl:glass,flour:plain,0,0,0,0,0,0,0,1
garlic,fridge,0,0,0,0,0,0,0,1
bag:tea,bin,0,0,0,0,0,0,0,1
hob,pan:frying,0,0,0,0,0,0,0,1
cheese,spaghetti,0,0,0,0,0,0,0,1
bowl,chopstick,0,0,0,0,0,0,0,1
container,drain,1,0,0,1,0,0,0,0
roll:kitchen,pull,1,0,0,1,0,0,0,0
hand,towel,0,0,0,0,0,0,0,1
bin:trash,open,1,0,0,1,0,0,0,0
stove:gas,clean,1,0,0,1,0,0,0,0
surface,bowl,0,0,0,0,0,0,0,1
liquid,open,1,0,0,1,0,0,0,0
sponge,water:excess,0,0,0,0,0,0,0,1
machine:washing,powder:washing,0,0,0,0,0,0,0,1
trash,plastic,0,0,0,0,0,0,0,1
spoon,case,0,0,0,0,0,0,0,1
brusher,liquid,0,0,0,0,0,0,0,1
top:table,cloth,0,0,0,0,0,0,0,1
towel:kitchen,put-down,1,0,0,1,0,0,0,0
olive,jar,0,0,0,0,0,0,0,1
jar:sauce,close,1,0,0,1,0,0,0,0
scissor,put,1,0,0,1,0,0,0,0
bag:onion,open,1,0,0,1,0,0,0,0
nut,bowl,0,0,0,0,0,0,0,1
kitchen:tidy,tidy-up,1,0,0,1,0,0,0,0
counter,spoon,0,0,0,0,0,0,0,1
tomato,salt,0,0,0,0,0,0,0,1
wrap,remove,1,0,0,1,0,0,0,0
bread:white,pick-up,1,0,0,1,0,0,0,0
package,cookie,0,0,0,0,0,0,0,1
floor,dry,1,0,0,1,0,0,0,0
tray:baking,rinse,1,0,0,1,0,0,0,0
lime,milk:coconut,0,0,0,0,0,0,0,1
spoon,dishwasher,0,0,0,0,0,0,0,1
knife,case,0,0,0,0,0,0,0,1
jar:sugar,put,1,0,0,1,0,0,0,0
blueberry,check-on,1,0,0,1,0,0,0,0
film,remove,1,0,0,1,0,0,0,0
pan,soap,1,0,0,1,0,0,0,1
chopstick,noodle,0,0,0,0,0,0,0,1
sun,lid,0,0,0,0,0,0,0,1
water,collect,1,0,0,1,0,0,0,0
can,move,1,0,0,1,0,0,0,0
curd:bean,number:source,0,0,0,0,0,0,0,1
pot,raisin,0,0,0,0,0,0,0,1
phone:mobile,video,1,0,0,1,0,0,0,0
onion,meat,0,0,0,0,0,0,0,1
fork,spoon,0,0,0,0,0,0,0,1
teaspoon,drainer,0,0,0,0,0,0,0,1
packet,take,1,0,0,1,0,0,0,0
pizza,check,1,0,0,1,0,0,0,0
board,knife,0,0,0,0,0,0,0,1
chicken,bag:food,0,0,0,0,0,0,0,1
turkey:sliced,take,1,0,0,1,0,0,0,0
time:third,cut,1,0,0,1,0,0,0,0
colander,put,1,0,0,1,0,0,0,0
sharpener:knife,take,1,0,0,1,0,0,0,0
curd:bean,source:curd,0,0,0,0,0,0,0,1
spatula,spoon,0,0,0,0,0,0,0,1
board:chopping,rack:drying,0,0,0,0,0,0,0,1
sugar,milk,0,0,0,0,0,0,0,1
rosemary,put,1,0,0,1,0,0,0,0
tea,box,0,0,0,0,0,0,0,1
cheese,take-out,1,0,0,1,0,0,0,0
grape,grab,1,0,0,1,0,0,0,0
avocado,bowl,0,0,0,0,0,0,0,1
food,spade,0,0,0,0,0,0,0,1
meat,hand,0,0,0,0,0,0,0,1
cracker,take,1,0,0,1,0,0,0,0
napkin,throw,1,0,0,1,0,0,0,0
spoon:second,pot,0,0,0,0,0,0,0,1
holder:pot,get,1,0,0,1,0,0,0,0
wrapper,pick-up,1,0,0,1,0,0,0,0
sponge,use,1,0,0,1,0,0,0,0
stick:crab,cut,1,0,0,1,0,0,0,0
